veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat
1.97,0.479123888,0,0,0,SEDAN,1,F,E,6
2.02,0.479123888,0,0,0,STNWG,3,F,C,4
0.36,0.024640657,1,1,518.1790829,HBACK,4,F,E,5
1.15,0.284736482,0,0,0,HBACK,2,F,A,6
0.35,0.295687885,0,0,0,SEDAN,4,M,B,4
1.13,0.295687885,0,0,0,SEDAN,3,F,C,5
1.54,0.284736482,0,0,0,SEDAN,2,F,C,3
4.07,0.106776181,0,0,0,TRUCK,1,M,E,1
2.31,0.295687885,0,0,0,SEDAN,3,F,C,6
1.52,0.114989733,0,0,0,STNWG,4,F,E,4
3.04,0.142368241,0,0,0,SEDAN,1,M,A,3
1.86,0.271047228,0,0,0,SEDAN,2,F,C,4
0.89,0.292950034,0,0,0,UTE,4,M,C,2
3.42,0.41889117,0,0,0,STNWG,2,M,D,6
1.33,0.290212183,0,0,0,STNWG,4,M,E,4
0.85,0.284736482,0,0,0,HBACK,3,F,C,4
1.14,0.290212183,0,0,0,SEDAN,3,F,C,5
0.71,0.287474333,0,0,0,UTE,4,F,F,5
1.02,0.561259411,0,0,0,SEDAN,3,M,A,1
2.04,0.711841205,0,0,0,SEDAN,1,F,C,3
1.3,0.985626283,0,0,0,HDTOP,4,F,B,3
2.7,0.290212183,0,0,0,STNWG,2,F,E,2
1.76,0.38329911,1,1,200,SEDAN,2,F,C,4
0.88,0.227241615,0,0,0,HBACK,3,F,D,6
0.82,0.706365503,0,0,0,HBACK,4,F,B,3
1.44,0.295687885,0,0,0,SEDAN,2,M,A,6
2.99,0.292950034,0,0,0,STNWG,3,F,E,5
0.89,0.292950034,0,0,0,HBACK,3,M,C,4
1.03,0.292950034,0,0,0,HBACK,3,F,C,5
0.41,0.290212183,0,0,0,HBACK,4,F,A,6
3.14,0.709103354,1,1,418.1799998,STNWG,3,F,C,5
1.66,0.859685147,0,0,0,SEDAN,2,F,A,4
2.21,0.711841205,0,0,0,SEDAN,3,M,B,2
3.11,0.287474333,0,0,0,STNWG,1,F,E,2
1.37,0.295687885,0,0,0,HBACK,1,F,A,5
1.04,0.292950034,0,0,0,SEDAN,3,M,C,3
0.54,0.079397673,1,1,218.360004,HBACK,4,M,C,3
1.17,0.295687885,0,0,0,SEDAN,3,F,A,6
3.43,0.772073922,0,0,0,STNWG,3,M,B,1
1.45,0.714579055,0,0,0,SEDAN,3,M,B,3
1.14,0.473648186,0,0,0,SEDAN,3,F,E,2
1.39,0.684462697,0,0,0,SEDAN,3,M,C,4
2.39,0.859685147,0,0,0,SEDAN,4,M,A,5
1.799,0.514715948,1,1,4080.87999,SEDAN,1,F,C,5
0.34,0.060232717,0,0,0,SEDAN,4,F,F,4
1.99,0.717316906,0,0,0,SEDAN,2,F,C,4
1.34,0.432580424,0,0,0,HBACK,2,M,C,1
1.9,0.041067762,0,0,0,HBACK,1,M,D,4
1.34,0.060232717,0,0,0,HBACK,1,F,E,2
1.96,0.060232717,0,0,0,UTE,3,M,A,2
1.99,0.010951403,0,0,0,STNWG,2,M,B,6
0.61,0.076659822,0,0,0,SEDAN,4,M,D,6
0.95,0.777549624,0,0,0,SEDAN,4,M,B,5
1,0.772073922,0,0,0,UTE,4,M,B,4
2.04,0.774811773,0,0,0,SEDAN,2,F,D,6
1.05,0.402464066,0,0,0,SEDAN,4,F,C,4
5.699,0.427104723,0,0,0,STNWG,1,M,C,6
0.89,0.774811773,0,0,0,SEDAN,4,F,B,5
3.57,0.859685147,0,0,0,UTE,2,F,F,2
4,0.999315537,0,0,0,STNWG,3,M,C,5
1.18,0.774811773,0,0,0,HBACK,2,F,C,5
2.43,0.772073922,0,0,0,SEDAN,1,F,A,3
0.71,0.774811773,0,0,0,SEDAN,4,M,E,4
3.19,0.774811773,0,0,0,STNWG,3,F,E,3
3.02,0.772073922,0,0,0,STNWG,3,F,D,5
1.09,0.224503765,0,0,0,STNWG,4,F,D,3
1.14,0.772073922,0,0,0,SEDAN,3,F,C,4
2.24,0.777549624,0,0,0,STNWG,3,M,C,5
1.58,0.013689254,0,0,0,STNWG,3,M,A,2
2.54,0.62696783,0,0,0,STNWG,3,F,F,3
1.75,0.227241615,0,0,0,STNWG,4,M,D,2
1.38,0.772073922,0,0,0,HBACK,3,F,D,6
0.76,0.224503765,0,0,0,HBACK,3,F,E,2
0.69,0.224503765,0,0,0,HBACK,4,M,A,6
0.62,0.616016427,0,0,0,SEDAN,4,M,A,3
1.56,0.717316906,0,0,0,STNWG,4,M,D,3
1.3,0.717316906,0,0,0,HBACK,1,M,A,1
1.84,0.076659822,0,0,0,SEDAN,2,F,C,6
0.93,0.566735113,0,0,0,HBACK,3,M,C,4
1.3,0.698151951,0,0,0,HBACK,1,F,C,1
2.54,0.769336071,0,0,0,STNWG,3,M,E,2
1.23,0.769336071,0,0,0,SEDAN,3,M,A,3
0.81,0.082135524,0,0,0,SEDAN,3,F,C,3
3.73,0.082135524,0,0,0,TRUCK,2,M,A,3
0.82,0.002737851,0,0,0,SEDAN,4,F,C,2
1.56,0.511978097,0,0,0,HBACK,3,F,E,4
1.59,0.109514032,0,0,0,SEDAN,2,M,B,5
4,0.944558522,0,0,0,STNWG,3,F,E,3
1.799,0.618754278,0,0,0,SEDAN,1,F,A,4
3.86,0.246406571,0,0,0,STNWG,2,F,F,2
0.85,0.27926078,1,1,3978.989998,HBACK,3,F,C,3
1.67,0.539356605,0,0,0,HBACK,3,F,A,3
0.87,0.082135524,0,0,0,HBACK,3,M,B,2
0.7,0.999315537,0,0,0,STNWG,4,M,D,3
0.34,0.427104723,0,0,0,HBACK,4,M,D,2
2.84,0.605065024,0,0,0,STNWG,3,F,F,3
1.83,0.511978097,0,0,0,SEDAN,2,M,C,4
1.08,0.057494867,0,0,0,HBACK,3,F,C,1
1.89,0.511978097,0,0,0,SEDAN,3,M,C,3
4.31,0.057494867,0,0,0,STNWG,1,M,B,1
1.83,0.317590691,0,0,0,STNWG,4,F,F,2
2.23,0.057494867,0,0,0,SEDAN,1,F,C,5
4.01,0.769336071,0,0,0,STNWG,2,M,D,5
1.36,0.769336071,0,0,0,HBACK,3,F,A,5
0.93,0.769336071,0,0,0,HBACK,3,F,A,2
0.97,0.714579055,0,0,0,SEDAN,3,F,C,1
1.59,0.317590691,0,0,0,SEDAN,1,F,C,4
3.199,0.298425736,0,0,0,STNWG,1,M,D,3
0.72,0.106776181,0,0,0,SEDAN,4,F,B,2
2.15,0.714579055,0,0,0,SEDAN,2,F,A,4
0.7,0.314852841,0,0,0,SEDAN,4,F,B,3
0.4,0.848733744,0,0,0,STNWG,4,F,B,4
1.35,0.429842574,0,0,0,SEDAN,3,F,D,5
0.93,0.147843943,0,0,0,HBACK,2,F,E,1
1.42,0.977412731,0,0,0,HBACK,3,F,B,2
1.7,0.06844627,0,0,0,SEDAN,2,F,D,5
1.37,0.106776181,0,0,0,STNWG,4,M,E,3
0.69,0.147843943,0,0,0,SEDAN,4,F,D,3
0.51,0.147843943,0,0,0,HBACK,4,M,B,5
1.73,0.314852841,0,0,0,HBACK,2,F,A,5
1.57,0.854209446,0,0,0,HBACK,2,F,B,4
0.31,0.147843943,1,1,4652.809631,HBACK,4,M,A,1
5.95,0.506502396,0,0,0,SEDAN,1,M,D,5
1.69,0.049281314,0,0,0,SEDAN,2,F,A,1
1.96,0.049281314,0,0,0,SEDAN,2,F,B,1
1.68,0.503764545,0,0,0,UTE,2,F,E,4
1.64,0.854209446,0,0,0,SEDAN,2,F,B,2
5.93,0.506502396,0,0,0,SEDAN,2,M,D,5
0.44,0.711841205,0,0,0,HBACK,4,F,A,3
1.7,0.145106092,0,0,0,UTE,4,F,F,2
1.34,0.145106092,0,0,0,UTE,3,M,A,1
1.38,0.854209446,0,0,0,SEDAN,2,F,C,3
0.89,0.328542095,0,0,0,HBACK,3,F,E,2
1.26,0.049281314,0,0,0,HBACK,1,F,D,1
5.4,0.577686516,0,0,0,SEDAN,1,M,B,3
0.5,0.498288843,0,0,0,HBACK,4,M,B,4
6.33,0.503764545,0,0,0,SEDAN,2,F,D,6
1.48,0.049281314,0,0,0,HBACK,1,F,C,3
1.09,0.950034223,0,0,0,STNWG,3,F,C,4
1.4,0.049281314,0,0,0,HBACK,1,F,D,4
1.31,0.31211499,0,0,0,STNWG,4,M,B,5
1.3,0.010951403,0,0,0,SEDAN,2,F,B,4
1.13,0.5229295,0,0,0,SEDAN,4,F,B,5
1.5,0.476386037,0,0,0,SEDAN,3,M,D,6
0.99,0.476386037,0,0,0,UTE,4,F,E,4
0.54,0.046543463,0,0,0,SEDAN,4,M,B,3
1.73,0.344969199,0,0,0,STNWG,3,F,B,2
1.31,0.281998631,0,0,0,UTE,4,M,D,2
2.199,0.618754278,0,0,0,SEDAN,1,M,F,1
1.82,0.076659822,0,0,0,SEDAN,1,F,C,5
1.549,0.952772074,1,1,497.0499992,HBACK,1,F,E,3
1.68,0.525667351,0,0,0,HDTOP,3,M,C,2
1.76,0.473648186,0,0,0,HBACK,2,M,C,6
0.48,0.473648186,0,0,0,HBACK,4,M,B,4
1.91,0.079397673,0,0,0,HBACK,2,F,A,1
1.66,0.473648186,0,0,0,HBACK,3,F,A,4
0.82,0.473648186,0,0,0,TRUCK,4,M,D,5
1.13,0.473648186,1,1,3817.379997,HBACK,3,F,D,2
0.65,0.473648186,0,0,0,SEDAN,4,F,C,2
2.07,0.021902806,0,0,0,SEDAN,1,F,A,4
1.3,0.525667351,0,0,0,HBACK,2,F,D,1
1.85,0.473648186,0,0,0,STNWG,3,F,C,5
1.62,0.495550993,0,0,0,SEDAN,2,F,A,3
2.02,0.076659822,0,0,0,STNWG,2,M,B,4
1.56,0.145106092,0,0,0,SEDAN,2,M,C,2
0.95,0.709103354,0,0,0,SEDAN,4,M,A,4
1.71,0.008213552,0,0,0,SEDAN,2,F,F,2
0.97,0.03559206,0,0,0,HBACK,2,F,B,2
1.01,0.109514032,0,0,0,HBACK,2,M,B,3
0.54,0.709103354,0,0,0,HBACK,4,M,B,5
1.97,0.495550993,0,0,0,SEDAN,2,M,C,3
2.75,0.421629021,0,0,0,STNWG,1,F,A,4
1.9,0.709103354,1,2,1252.199998,HBACK,1,M,C,6
1.79,0.709103354,0,0,0,STNWG,4,F,D,3
1.28,0.495550993,0,0,0,HBACK,2,F,C,6
2.19,0.046543463,0,0,0,UTE,3,M,D,1
1.54,0.142368241,0,0,0,SEDAN,2,F,C,6
2.24,0.720054757,0,0,0,STNWG,3,F,C,3
1.84,0.287474333,0,0,0,STNWG,4,M,E,3
1.13,0.577686516,0,0,0,SEDAN,4,F,A,1
1.54,0.421629021,0,0,0,SEDAN,1,F,A,4
0.77,0.142368241,0,0,0,STNWG,4,M,B,4
4.29,0.082135524,0,0,0,STNWG,1,M,E,3
3.86,0.501026694,1,1,1040.609999,STNWG,3,M,A,5
4.31,0.13963039,0,0,0,STNWG,1,M,A,3
1.98,0.372347707,1,1,200,SEDAN,2,F,B,1
0.88,0.495550993,0,0,0,HBACK,3,M,C,6
0.79,0.498288843,1,1,200.0099983,HBACK,3,F,C,4
1.79,0.262833676,0,0,0,SEDAN,2,F,C,4
1.01,0.41889117,0,0,0,SEDAN,3,F,A,3
1.18,0.095824778,0,0,0,STNWG,4,M,E,5
2.98,0.142368241,0,0,0,UTE,2,M,F,2
1.69,0.071184121,0,0,0,SEDAN,2,F,C,4
0.54,0.309377139,1,1,200,HBACK,4,F,E,6
2,0.977412731,0,0,0,HBACK,1,F,C,4
2.82,0.41889117,0,0,0,STNWG,3,M,D,3
1.5,0.41889117,1,1,200,HBACK,1,M,B,6
1.26,0.506502396,1,2,1231.749999,HBACK,2,M,C,4
5.236,0.955509925,0,0,0,STNWG,1,M,B,5
0.99,0.386036961,0,0,0,SEDAN,4,F,F,2
1.17,0.325804244,0,0,0,STNWG,4,F,C,3
1.93,0.495550993,0,0,0,STNWG,3,F,C,4
1.97,0.492813142,0,0,0,SEDAN,2,M,A,6
0.44,0.043805613,0,0,0,SEDAN,4,M,A,2
0.79,0.492813142,0,0,0,HBACK,3,M,B,4
1.64,0.495550993,0,0,0,HBACK,2,M,A,5
0.8,0.183436003,1,1,200,HBACK,3,F,C,4
1.22,0.618754278,0,0,0,STNWG,3,F,C,3
1.61,0.369609856,1,1,389.9499998,HBACK,2,F,E,1
1.35,0.492813142,0,0,0,STNWG,4,F,A,3
1.07,0.13963039,0,0,0,HBACK,2,F,E,5
0.93,0.843258042,0,0,0,HBACK,3,F,C,1
1.83,0.840520192,0,0,0,SEDAN,2,F,B,5
2.19,0.156057495,0,0,0,TRUCK,4,M,D,3
2.32,0.76386037,0,0,0,HBACK,1,F,B,4
0.29,0.306639288,0,0,0,HBACK,4,F,C,4
0.97,0.284736482,0,0,0,SEDAN,3,F,D,3
0.54,0.301163587,0,0,0,HBACK,4,F,C,3
2.25,0.692676249,0,0,0,STNWG,2,F,C,3
1.49,0.703627652,0,0,0,UTE,4,M,C,2
2.4,0.183436003,0,0,0,STNWG,3,F,E,6
1.35,0.41615332,1,1,1074.5,HBACK,1,M,C,1
1.71,0.161533196,0,0,0,SEDAN,2,F,C,6
1.47,0.490075291,0,0,0,SEDAN,2,F,C,2
2.51,0.421629021,0,0,0,STNWG,3,M,C,3
1.55,0.158795346,0,0,0,HBACK,2,M,C,3
1.02,0.093086927,0,0,0,SEDAN,3,M,A,2
2.91,0.698151951,0,0,0,STNWG,1,F,C,5
2.71,0.082135524,0,0,0,STNWG,3,F,D,5
1.5,0.930869268,0,0,0,STNWG,4,M,D,3
2.77,0.292950034,0,0,0,SEDAN,1,F,D,5
0.6,0.761122519,0,0,0,SEDAN,4,M,F,5
0.84,0.462696783,0,0,0,UTE,4,M,E,3
3.55,0.761122519,0,0,0,STNWG,2,F,D,4
4.7,0.761122519,0,0,0,STNWG,1,F,B,4
1.45,0.492813142,0,0,0,HBACK,2,F,B,4
1.36,0.509240246,0,0,0,HBACK,2,M,A,5
5.499,0.156057495,0,0,0,STNWG,1,F,D,2
1.77,0.295687885,0,0,0,SEDAN,1,F,A,3
1.8,0.509240246,0,0,0,SEDAN,2,F,B,3
4,0.158795346,0,0,0,STNWG,3,F,E,2
2.67,0.298425736,0,0,0,HBACK,1,F,A,4
1.36,0.038329911,0,0,0,HBACK,1,M,A,2
1.56,0.511978097,1,1,5086.62999,STNWG,4,F,F,2
2.15,0.698151951,0,0,0,SEDAN,2,M,C,4
1.27,0.465434634,0,0,0,STNWG,4,M,E,4
1.06,0.128678987,0,0,0,HDTOP,4,F,F,3
3.86,0.698151951,1,1,367.7299995,STNWG,2,F,C,4
4.28,0.468172485,0,0,0,STNWG,2,M,C,4
2.54,0.470910335,0,0,0,STNWG,3,M,D,5
2.12,0.468172485,0,0,0,UTE,3,M,A,6
0.35,0.169746749,0,0,0,SEDAN,4,M,B,5
0.75,0.468172485,0,0,0,SEDAN,4,F,E,4
2.55,0.681724846,0,0,0,SEDAN,1,M,E,5
4.67,0.566735113,0,0,0,STNWG,1,F,D,4
1.67,0.038329911,0,0,0,SEDAN,1,F,F,4
1.74,0.03559206,0,0,0,SEDAN,2,F,D,3
1.01,0.465434634,0,0,0,HBACK,3,F,A,6
0.39,0.465434634,0,0,0,SEDAN,4,F,C,5
1.35,0.468172485,0,0,0,STNWG,4,M,E,4
3.68,0.038329911,0,0,0,STNWG,2,M,D,2
3.06,0.662559891,0,0,0,STNWG,3,F,B,4
1.67,0.251882272,0,0,0,SEDAN,2,F,A,3
1.1,0.840520192,1,1,200,HBACK,3,F,A,4
1.5,0.673511294,0,0,0,UTE,4,M,D,1
0.78,0.468172485,0,0,0,SEDAN,3,F,D,5
0.37,0.470910335,0,0,0,SEDAN,4,F,D,5
1.05,0.421629021,1,1,553.2399998,SEDAN,3,M,C,6
1.71,0.090349076,0,0,0,SEDAN,3,F,C,2
3.52,0.465434634,0,0,0,STNWG,2,M,E,5
0.64,0.210814511,0,0,0,HBACK,4,F,E,3
1.48,0.465434634,0,0,0,SEDAN,2,M,B,6
0.93,0.295687885,0,0,0,SEDAN,3,M,A,5
1.13,0.038329911,0,0,0,STNWG,4,F,D,3
2.61,0.908966461,1,1,794.7799988,SEDAN,2,M,C,4
2.06,0.459958932,0,0,0,UTE,4,M,F,3
1.57,0.824093087,0,0,0,HBACK,2,F,B,3
4.14,0.407939767,0,0,0,STNWG,2,M,A,5
1.78,0.366872006,0,0,0,SEDAN,3,M,A,4
3.02,0.728268309,0,0,0,UTE,2,M,E,2
3.51,0.676249144,0,0,0,STNWG,2,M,D,4
1.91,0.34770705,0,0,0,STNWG,4,F,D,4
1.34,0.854209446,0,0,0,SEDAN,3,F,B,2
1.98,0.780287474,0,0,0,HBACK,1,F,E,2
1.39,0.837782341,0,0,0,HBACK,2,F,B,5
4.03,0.462696783,0,0,0,STNWG,2,M,D,6
0.65,0.462696783,0,0,0,HBACK,4,M,C,3
2.87,0.462696783,0,0,0,STNWG,3,M,D,6
1.76,0.462696783,0,0,0,SEDAN,2,F,C,6
0.69,0.462696783,0,0,0,HBACK,3,M,B,2
2.62,0.407939767,0,0,0,STNWG,3,M,E,4
3.51,0.6954141,0,0,0,STNWG,1,M,B,5
0.76,0.030116359,0,0,0,HBACK,3,F,C,1
0.4,0.030116359,0,0,0,HBACK,4,M,A,5
0.87,0.602327173,1,1,3429.109993,HBACK,3,F,A,1
4.66,0.366872006,0,0,0,STNWG,1,M,A,5
1.83,0.750171116,0,0,0,SEDAN,3,F,C,6
1.37,0.93908282,0,0,0,HBACK,1,F,B,3
1.63,0.6954141,0,0,0,STNWG,4,M,F,2
1.33,0.246406571,0,0,0,HBACK,2,F,C,1
1.16,0.999315537,0,0,0,STNWG,4,F,A,2
1.98,0.030116359,0,0,0,HBACK,1,M,C,3
0.93,0.271047228,0,0,0,SEDAN,3,M,E,6
1.75,0.27652293,0,0,0,TRUCK,3,M,B,4
1.99,0.038329911,0,0,0,HBACK,1,F,B,6
0.28,0.273785079,0,0,0,HBACK,4,F,C,3
1.16,0.999315537,0,0,0,STNWG,4,F,C,4
1.36,0.273785079,0,0,0,SEDAN,2,F,B,6
0.29,0.27652293,0,0,0,SEDAN,4,M,B,6
1.38,0.273785079,1,1,2301.013634,SEDAN,3,M,C,6
0.44,0.273785079,0,0,0,HBACK,4,F,A,2
1.32,0.273785079,0,0,0,SEDAN,3,F,C,3
1.22,0.725530459,1,1,390,HDTOP,4,M,D,2
5.37,0.273785079,0,0,0,STNWG,1,F,E,3
1.83,0.728268309,1,1,484,STNWG,4,F,E,5
0.79,0.273785079,0,0,0,SEDAN,4,F,E,2
2.11,0.087611225,0,0,0,SEDAN,1,M,E,4
3.01,0.27652293,0,0,0,HDTOP,1,F,A,4
0.98,0.41615332,0,0,0,SEDAN,3,M,D,4
4.932,0.292950034,0,0,0,STNWG,1,F,C,3
0.91,0.648870637,0,0,0,HBACK,3,F,A,4
1.29,0.728268309,0,0,0,SEDAN,3,M,A,6
1.07,0.93908282,0,0,0,STNWG,4,M,D,3
1.7,0.292950034,0,0,0,UTE,4,M,F,4
1.44,0.969199179,0,0,0,STNWG,4,F,A,3
0.62,0.271047228,0,0,0,HBACK,4,F,B,6
1.3,0.271047228,0,0,0,SEDAN,3,F,A,5
5.25,0.290212183,0,0,0,STNWG,2,M,A,2
1.32,0.082135524,0,0,0,HBACK,1,F,B,3
1.3,0.93908282,0,0,0,HBACK,1,F,E,1
1.88,0.249144422,0,0,0,HBACK,1,F,E,5
2.19,0.539356605,0,0,0,SEDAN,2,M,A,5
1.68,0.459958932,0,0,0,SEDAN,2,M,E,3
2.42,0.375085558,0,0,0,STNWG,3,F,E,4
0.59,0.459958932,0,0,0,HBACK,4,F,A,4
1.62,0.459958932,0,0,0,SEDAN,3,M,C,3
0.95,0.459958932,0,0,0,SEDAN,4,F,A,5
2.78,0.941820671,0,0,0,STNWG,3,F,C,5
1.03,0.084873374,0,0,0,UTE,3,M,C,4
1.71,0.030116359,0,0,0,HBACK,2,M,A,3
1.53,0.087611225,0,0,0,UTE,2,F,E,3
1.38,0.13963039,0,0,0,HBACK,2,F,C,5
1.22,0.826830938,0,0,0,TRUCK,4,F,C,2
2.64,0.292950034,0,0,0,UTE,2,M,D,3
1.18,0.832306639,1,1,545.4499998,HBACK,2,F,B,1
0.83,0.281998631,0,0,0,SEDAN,3,F,E,1
1.99,0.673511294,0,0,0,HBACK,1,F,C,4
0.46,0.405201917,0,0,0,SEDAN,4,M,D,4
0.39,0.793976728,0,0,0,SEDAN,4,F,C,4
1.15,0.479123888,0,0,0,HDTOP,4,M,F,3
2.76,0.180698152,0,0,0,SEDAN,2,F,A,4
1.54,0.73100616,0,0,0,TRUCK,4,M,F,2
1.85,0.435318275,0,0,0,SEDAN,3,M,A,3
2.78,0.057494867,0,0,0,STNWG,2,F,C,3
1.27,0.268309377,0,0,0,UTE,3,M,E,5
0.88,0.752908967,0,0,0,SEDAN,4,F,D,5
1.51,0.084873374,0,0,0,SEDAN,3,F,C,2
0.54,0.755646817,0,0,0,HBACK,4,F,B,3
1.67,0.755646817,0,0,0,STNWG,4,M,A,4
2.39,0.755646817,0,0,0,STNWG,3,F,D,5
2.46,0.24366872,0,0,0,SEDAN,2,F,D,5
2.32,0.361396304,0,0,0,SEDAN,1,M,F,4
1.23,0.755646817,0,0,0,SEDAN,3,F,E,5
1.63,0.057494867,0,0,0,SEDAN,3,F,C,5
1.66,0.24366872,0,0,0,SEDAN,3,M,A,3
0.87,0.673511294,0,0,0,SEDAN,3,F,B,5
1.39,0.689938398,0,0,0,HBACK,1,F,A,5
4.31,0.024640657,0,0,0,STNWG,1,F,A,2
2.11,0.027378508,0,0,0,STNWG,2,F,C,2
1.61,0.309377139,0,0,0,SEDAN,2,M,C,4
1.88,0.405201917,0,0,0,SEDAN,3,M,C,2
3.16,0.476386037,0,0,0,HBACK,2,F,B,2
1.28,0.024640657,0,0,0,STNWG,4,M,B,3
7.161,0.114989733,0,0,0,STNWG,1,M,E,4
1.27,0.355920602,0,0,0,SEDAN,3,F,B,4
0.39,0.309377139,0,0,0,SEDAN,4,F,C,3
0.71,0.090349076,0,0,0,SEDAN,4,F,C,3
1.03,0.265571526,1,1,296.2199998,SEDAN,3,M,C,4
0.97,0.265571526,0,0,0,SEDAN,3,M,A,4
1.33,0.265571526,0,0,0,HBACK,2,F,B,3
1.02,0.733744011,0,0,0,HBACK,3,F,B,5
0.54,0.265571526,0,0,0,HBACK,4,F,C,4
0.31,0.290212183,0,0,0,SEDAN,4,M,B,5
1.43,0.265571526,0,0,0,HBACK,2,F,B,6
4.53,0.689938398,0,0,0,STNWG,2,F,E,1
1.24,0.684462697,0,0,0,HBACK,2,M,B,4
0.54,0.334017796,0,0,0,SEDAN,4,M,B,5
0.54,0.249144422,0,0,0,HBACK,4,F,A,2
1.399,0.410677618,0,0,0,HBACK,1,F,A,5
1.31,0.750171116,0,0,0,STNWG,4,F,E,3
1.25,0.183436003,0,0,0,SEDAN,4,F,A,5
2.51,0.750171116,0,0,0,STNWG,2,F,C,2
0.82,0.046543463,0,0,0,SEDAN,4,F,D,2
1.87,0.249144422,0,0,0,HBACK,3,F,A,1
1.47,0.344969199,1,1,1883.279999,TRUCK,3,M,C,3
0.74,0.5229295,0,0,0,SEDAN,4,F,C,1
1.43,0.249144422,0,0,0,UTE,4,M,C,4
4.7,0.750171116,0,0,0,STNWG,1,F,A,2
0.87,0.750171116,0,0,0,HBACK,3,F,A,6
0.97,0.750171116,0,0,0,SEDAN,3,M,F,3
1.29,0.287474333,0,0,0,SEDAN,3,F,C,5
0.7,0.750171116,0,0,0,STNWG,4,M,C,4
0.51,0.826830938,0,0,0,SEDAN,4,F,C,3
1.59,0.254620123,0,0,0,SEDAN,1,F,A,1
1.9,0.355920602,0,0,0,SEDAN,1,F,E,2
1.77,0.919917865,0,0,0,HBACK,2,F,D,5
2.68,0.019164956,0,0,0,STNWG,1,F,F,3
2.13,0.402464066,0,0,0,STNWG,3,M,F,4
0.53,0.355920602,0,0,0,SEDAN,4,F,A,6
0.46,0.922655715,0,0,0,SEDAN,4,M,B,4
0.6,0.024640657,0,0,0,HBACK,4,F,B,3
0.76,0.350444901,0,0,0,STNWG,4,F,F,3
1.55,0.054757016,0,0,0,STNWG,4,M,C,4
0.9,0.054757016,0,0,0,TRUCK,4,M,B,1
1.24,0.643394935,0,0,0,HBACK,3,F,B,4
0.95,0.306639288,0,0,0,SEDAN,3,M,C,2
0.35,0.355920602,1,1,1363.439999,SEDAN,4,M,A,3
0.76,0.687200548,0,0,0,SEDAN,4,M,C,4
1.32,0.353182752,0,0,0,SEDAN,3,M,C,2
1.57,0.824093087,0,0,0,STNWG,3,F,A,3
3.21,0.687200548,0,0,0,STNWG,1,F,A,4
0.44,0.353182752,0,0,0,SEDAN,4,M,B,4
1.92,0.547570157,0,0,0,SEDAN,1,M,A,5
0.98,0.747433265,0,0,0,SEDAN,4,F,C,3
0.89,0.665297741,0,0,0,HBACK,4,M,C,3
2.099,0.31211499,0,0,0,HBACK,1,F,C,3
0.84,0.030116359,0,0,0,UTE,4,F,D,2
1.02,0.665297741,0,0,0,HBACK,4,M,C,5
1.32,0.054757016,0,0,0,HBACK,1,F,A,3
2.19,0.618754278,0,0,0,SEDAN,2,M,A,3
1.19,0.473648186,0,0,0,SEDAN,3,F,B,6
4.11,0.774811773,0,0,0,STNWG,1,M,C,3
1.47,0.339493498,0,0,0,HBACK,2,F,B,6
1.38,0.490075291,0,0,0,UTE,3,F,C,2
1.15,0.002737851,0,0,0,HDTOP,4,M,C,2
1.37,0.684462697,0,0,0,HBACK,1,M,C,4
1.96,0.399726215,0,0,0,SEDAN,1,F,A,4
6.51,0.34770705,0,0,0,SEDAN,2,M,A,3
0.99,0.24366872,1,1,200,SEDAN,4,F,B,4
2.77,0.48733744,0,0,0,STNWG,3,M,C,3
1.55,0.599589322,0,0,0,SEDAN,3,F,C,3
1.5,0.440793977,0,0,0,HBACK,2,M,A,2
2.43,0.821355236,0,0,0,STNWG,2,F,A,3
1.73,0.334017796,0,0,0,SEDAN,3,F,C,2
1.56,0.399726215,0,0,0,HDTOP,3,M,C,4
1.26,0.999315537,0,0,0,HBACK,2,M,C,4
0.96,0.457221081,0,0,0,SEDAN,3,F,B,4
1.82,0.542094456,0,0,0,HBACK,2,F,C,4
1.61,0.457221081,0,0,0,SEDAN,2,F,B,3
2.62,0.662559891,0,0,0,UTE,2,M,B,2
2.75,0.344969199,0,0,0,SEDAN,1,F,C,2
0.65,0.03559206,0,0,0,HBACK,4,M,C,5
0.87,0.03559206,0,0,0,HBACK,3,M,A,4
0.54,0.470910335,0,0,0,HBACK,4,F,C,6
1.22,0.999315537,1,1,1017.25,HBACK,3,M,A,2
2.25,0.377823409,0,0,0,UTE,3,M,E,4
1.03,0.470910335,1,1,200,SEDAN,3,M,A,3
2.32,0.470910335,0,0,0,STNWG,3,M,C,3
0.65,0.459958932,0,0,0,STNWG,4,M,D,1
2.18,0.147843943,0,0,0,SEDAN,2,M,E,1
3.71,0.662559891,0,0,0,STNWG,2,F,A,2
1.22,0.112251882,0,0,0,HBACK,3,F,A,2
1.57,0.271047228,0,0,0,HBACK,1,F,A,6
0.99,0.544832307,0,0,0,STNWG,4,F,E,4
5.76,0.454483231,0,0,0,SEDAN,1,M,A,3
0.9,0.454483231,0,0,0,SEDAN,3,F,A,4
0.73,0.323066393,0,0,0,HBACK,4,F,E,3
1.54,0.019164956,0,0,0,HBACK,2,F,A,1
1.73,0.002737851,0,0,0,SEDAN,1,F,E,2
1.399,0.336755647,0,0,0,HBACK,1,F,C,6
1.98,0.323066393,0,0,0,SEDAN,2,M,A,6
2.8,0.180698152,0,0,0,STNWG,2,F,F,2
